version,version_name,release_date,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.12,3.12 '<img',Not specified,Analysis Tools,Support of Datasets Defined on Faces in QGIS Mesh Calculator,"Austrian Ministry of Agriculture, Forestry, Environment and Water Management",https://www.bmlfuw.gv.at,Lutra Consulting,,index.md
3.12,3.12 '<img',Not specified,Processing,Package new layers to existing GeoPackage,BikePlan,http://www.bikeplan.ch/,Matthias Kuhn,,index.md
3.12,3.12 '<img',Not specified,Processing,Fuzzy Logic - Fuzzfiy Raster (linear membership),Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,Fuzzy Logic - Fuzzfiy Raster (power membership),Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,Fuzzy Logic - Fuzzfiy Raster (small membership),Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,Fuzzy Logic - Fuzzfiy Raster (large membership),Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,Fuzzy Logic - Fuzzfiy Raster (gaussian membership),Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,Fuzzy Logic - Fuzzfiy Raster (near membership),Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,Port Densify by count Algorithm to C++,Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,Port Random points in extent algorithm to C++,Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,Line density algorithm,Not specified,,Clemens,,index.md
3.12,3.12 '<img',Not specified,Processing,"New algorithm ""Repair Shapefile""",Not specified,,Nyall Dawson,,index.md
3.12,3.12 '<img',Not specified,Processing,"Add new algorithm ""Detect Dataset Changes""",Not specified,,Nyall Dawson,,index.md
3.12,3.12 '<img',Not specified,Processing,"New mode to ""Join Attributes by Location"" to take attributes from matching feature with largest area of overlap only",SMEC/SJ,,Nyall Dawson,,index.md
3.12,3.12 '<img',Not specified,Processing,Add native affine transform algorithm for vectors,Not specified,,Nyall Dawson,,index.md
3.12,3.12 '<img',Not specified,Processing,add gdal_viewshed algorithm,Not specified,,Alexander Bruy,,index.md
3.12,3.12 '<img',Not specified,Browser,Customization of the items shown in browser,Limerick City and County,,Lutra Consulting,,index.md
3.12,3.12 '<img',Not specified,Browser,Show html files in browser panel,Not specified,,Nyall Dawson,,index.md
3.12,3.12 '<img',Not specified,Browser,"Show ""Open Document..."" action in browser",Not specified,,Nyall Dawson,,index.md
3.12,3.12 '<img',Not specified,Browser,Allow customization of the items shown in browser,Limerick City and County Council,,Peter,,index.md
3.12,3.12 '<img',Not specified,Browser,Add Refresh action to OGC services,Not specified,,Samweli,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Changed WMTS layer collection icon,Kartoza,http://kartoza.com/,Samweli,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Added Metadata URL property in the layer metadata tab for WMS / WMTS and WCS services,Kartoza,http://kartoza.com/,Samweli,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Fetch and show dimensions metadata for a WMS layer metadata,Kartoza,http://kartoza.com/,Samweli,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Added refresh action to OGC services entries,Kartoza,http://kartoza.com/,Samweli,,index.md
3.12,3.12 '<img',Not specified,Data Providers,3d Stacked Meshes,TUFLOW,http://www.tuflow.com,Lutra Consulting,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Oracle curve type edition support,Lille Metropole,,Julien Cabieces,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Fix numerous shapefile encoding issues,Not specified,,Nyall Dawson,,index.md
3.12,3.12 '<img',Not specified,Data Providers,MBTiles raster support in WMS provider,Not specified,,Martin Dobias,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Native PostGIS raster data provider,Christmas Holidays Inc.,,Alessandro Pasotti,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Show dimensions metadata on WMS layer metadata,Not specified,,Samweli,,index.md
3.12,3.12 '<img',Not specified,Data Providers,Other average methods 3d mesh,Not specified,,Peter,,index.md
3.12,3.12 '<img',Not specified,Data Providers,OGC API - Features provider,Planet,https://planet.com,Even Rouault,,index.md
3.12,3.12 '<img',Not specified,QGIS Server,QGIS Development Server Application,Not specified,,Alessandro Pasotti,,index.md
3.12,3.12 '<img',Not specified,QGIS Server,Add DXF server export params NO_MTEXT and FORCE_2D,Not specified,,Matthias Kuhn,,index.md
3.12,3.12 '<img',Not specified,QGIS Server,Add json support to WMS GetLegendGraphic,Not specified,,Éric Lemoine,,index.md
3.12,3.12 '<img',Not specified,Programmability,Exposes shape digitizing methods to QgisInterface,QWAT/QGEP group,,Loïc Bartoletti,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Stephen Knox,Not specified,,Stephen Knox,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining,,Alessandro Pasotti,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Sandro Santilli,QGIS.ORG (through donations and sustaining,,Sandro Santilli,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining,,Even Rouault,http://www.spatialys.com/,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Alexander Bruy,QGIS.ORG (through donations and sustaining,,Alexander Bruy,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Paul Blottiere,QGIS.ORG (through donations and sustaining,,Paul Blottiere,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Denis Rouzaud,QGIS.ORG (through donations and sustaining,,Denis Rouzaud,https://www.opengis.ch/,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Julien Cabieces,QGIS.ORG (through donations and sustaining,,Julien Cabieces,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Bertrand Rix,QGIS.ORG (through donations and sustaining,,Bertrand Rix,https://www.oslandia.com/,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Loïc Bartoletti,QGIS.ORG (through donations and sustaining,,Loïc Bartoletti,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Sebastien Peillet,QGIS.ORG (through donations and sustaining,,Sebastien,,index.md
3.12,3.12 '<img',Not specified,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining,,Nyall Dawson,https://north-road.com/,index.md
3.14,3.14 '<img',Not specified,General,New grid decoration annotations font settings,iMHere Asia,,Mathieu Pellerin,,index.md
3.14,3.14 '<img',Not specified,General,QGIS 3.14 Highlights (changelog),Not specified,,Not specified,,index.md
3.14,3.14 '<img',Not specified,Temporal,Cumulative temporal range setting in temporal controller,Meteorological Service of,,Kartoza,,index.md
3.14,3.14 '<img',Not specified,Temporal,"Add a new ""Redraw Layer Only"" mode for temporal vector layers",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Temporal,Add basic temporal handling support for vector layers,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Temporal,Postgres raster temporal API support,ARPA Piemonte,,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Temporal,QGIS Project temporal settings,Meteorological Service of,,Kartoza,,index.md
3.14,3.14 '<img',Not specified,Temporal,WMS-T layers temporal constraints support,Meteorological Service of,,Kartoza,,index.md
3.14,3.14 '<img',Not specified,Temporal,Temporal API,Meteorological Service of,,Kartoza,,index.md
3.14,3.14 '<img',Not specified,Map Tools,Identify Tool Support for QGIS vector tile layers.,Many,,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Map Tools,"Show a menu next to scale widget buttons, to allow setting the widget directly to a scale from a print layout map",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Map Tools,"Add tool button to ""Deselect Features from the Current Active layer""",Not specified,,Ivan,,index.md
3.14,3.14 '<img',Not specified,User Interface,Allow the drag and drop of a layer across several QGIS instances,QGIS Swiss user group,https://www.qgis.ch,Denis Rouzaud,,index.md
3.14,3.14 '<img',Not specified,User Interface,Open attribute tables as tabs,Not specified,,Germán,,index.md
3.14,3.14 '<img',Not specified,Symbology,Raster Layer Contour Renderer,Not specified,,Martin Dobias,,index.md
3.14,3.14 '<img',Not specified,Symbology,Add percentage size unit for Raster Image Marker and Raster fill layers symbology.,Not specified,,Not specified,,index.md
3.14,3.14 '<img',Not specified,Symbology,Add data-defined property to font family/style for font markers,iMHere Asia,,Mathieu Pellerin,,index.md
3.14,3.14 '<img',Not specified,Symbology,New font style setting for font markers,iMHere Asia,,Mathieu Pellerin,,index.md
3.14,3.14 '<img',Not specified,Labelling,Respect HTML colors in labels,geoProRegio AG,http://www.geoproregio.ch,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Labelling,Automatic placement of labels outside polygons,Swiss QGIS user group,https://www.qgis.ch/,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Labelling,Vector tile layer - part 4 (labeling),Many,,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Labelling,Add control over anchor point for callout on label,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Mesh,Use only specified dataset group,Deltares,https://www.deltares.nl/en/,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,Scalar color settings depending on classification,Deltares,https://www.deltares.nl/en/,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,Snap on mesh elements,Deltares,https://www.deltares.nl/en/,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,1D mesh width/color varying,Deltares,https://www.deltares.nl/en/,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,Support for multiple mesh (since MDAL 0.5.91),Deltares,https://www.deltares.nl/en/,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,Plug mesh layer to QGIS temporal framework,Lutra,,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,Resampling from vertex values to face values,Not specified,,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,Coloring mesh vector dataset with color ramp shader,Deltares,https://www.deltares.nl/en/,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,Save style for mesh layer,Artelia,,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Mesh,Mesh 1D Renderer,Not specified,,Peter,,index.md
3.14,3.14 '<img',Not specified,Mesh,Mesh simplification,BMT,https://www.bmt.org/,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,3D Features,Arrows for 3D mesh layer dataset rendering,Not specified,,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Temporal settings for layout map items,iMHere Asia,,Mathieu Pellerin,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow sorting attribute table by field not listed in the table,Not specified,,Denis Rouzaud,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Expose control over layer legend splitting behavior on a layer-by-layer basis,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow customisation of division and subdivision symbols as distinct from scalebar tick horizontal symbol,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow overriding the default symbol for a legend node,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow placing manual column breaks in legends,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Add subdivisions in ticks scalebar right segments,Not specified,,Andrea Giudiceandrea,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow overriding the legend patch size on a per-item basis,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow control over the horizontal spacing before legend group/subgroup/symbols,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Manage legend patch shapes through style manager,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow configuring legend patch shapes by double-clicking on legend items,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Support pasting pictures directly into layouts,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow marker items to sync rotation with maps,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,New item type for marker symbols,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Add import content from clipboard for fixed table items,iMHere Asia,,Mathieu Pellerin,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,"Add numeric formatter ""fraction"" style",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,"Add ""stepped line"" and ""hollow"" scalebar styles",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Allow scalebar line style to be set using standard QGIS line symbols,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Rework picture item UI and behavior,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Print Layouts,Make CRS controlable by a variable,Not specified,,Not specified,,index.md
3.14,3.14 '<img',Not specified,Expressions,New expressions,Not specified,,Étienne Trimaille,,index.md
3.14,3.14 '<img',Not specified,Expressions,Feature browser for preview in expression builder,Not specified,,Denis Rouzaud,,index.md
3.14,3.14 '<img',Not specified,Expressions,Ability to remove custom functions,Not specified,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Expressions,"Add ability to edit, import and export user expressions",Not specified,,Ivan,,index.md
3.14,3.14 '<img',Not specified,Digitising,Dedicated avoid geometry intersection/overlap mode,OpenGIS.ch,http://www.opengis.ch/,Mathieu Pellerin,,index.md
3.14,3.14 '<img',Not specified,Digitising,New snapping modes: Centroid and middle of a segment (midpoint),Not specified,,Not specified,,index.md
3.14,3.14 '<img',Not specified,Digitising,Snapping to the currently digitized feature,Kanton Solothurn and Land Vorarlberg,,Olivier,,index.md
3.14,3.14 '<img',Not specified,Digitising,Tracing now supports curved geometries,ecoptima and Planteam,,Olivier Dalang,,index.md
3.14,3.14 '<img',Not specified,Forms and Widgets,Allow editing of links in file widget,Not specified,,Denis Rouzaud,,index.md
3.14,3.14 '<img',Not specified,Forms and Widgets,Expression controlled labels (aliases),ARPA Piemonte,http://www.arpa.piemonte.it/,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Forms and Widgets,Add description to value relation widget,Not specified,,Matthias Kuhn,,index.md
3.14,3.14 '<img',Not specified,Forms and Widgets,New database table name widget,Not specified,,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Forms and Widgets,Get current parent form values in child forms,ARPA Piemonte,http://www.arpa.piemonte.it/,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Forms and Widgets,Relation widget: add checkbox to hide save child edits button,ARPA Piemonte,http://www.arpa.piemonte.it/,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Forms and Widgets,Relation widget force suppress popup,ARPA Piemonte,http://www.arpa.piemonte.it/,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Layer Legend,Added move to bottom in layertreeview context menu,Not specified,,Not specified,,index.md
3.14,3.14 '<img',Not specified,Layer Legend,Make Add Group button act as Group Selected if selected layers \>= 2,Not specified,,Not specified,,index.md
3.14,3.14 '<img',Not specified,Layer Legend,Allow renaming of the current map theme,Not specified,,Harrissou,,index.md
3.14,3.14 '<img',Not specified,Layer Legend,"Turn on/off ALL selected layers with ""Space"" button",Not specified,,Ivan,,index.md
3.14,3.14 '<img',Not specified,Analysis Tools,Network logger - more functionality,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Analysis Tools,Inbuilt network logging tool,Meteorological Service of,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Collection of random raster generation algorithms,Not specified,,Clemens,,index.md
3.14,3.14 '<img',Not specified,Processing,Vector tile layer - part 8 (writer in Processing),QGIS,,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Processing,New modeler algorithm for creating conditional branches,Andreas Neumann,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Allow reordering model inputs,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Defer model validation,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Added support for different raster data types in Create constant raster layer algorithm,Not specified,,Clemens,,index.md
3.14,3.14 '<img',Not specified,Processing,Added Round raster algorithm,Not specified,,Clemens,,index.md
3.14,3.14 '<img',Not specified,Processing,Allow copying/cut/paste of model components,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Allow appending processing results to existing layers,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Allow creation of group boxes in models,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Processing: show input and output values for children after running model through designer,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,"Add ""Save Log to File"" algorithm for models",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Allow running algorithms directly on database (and other non-disk) sources without loading into projects first,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Expose per-feature-source advanced options for processing inputs,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Enable snapping to grid for models in designer,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,"Add ""filter by geometry type"" and ""filter by layer type"" algorithms to processing",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,"""Remove Null Geometries"" algorithm can also remove EMPTY geometries",SwissTierras,,Germán,,index.md
3.14,3.14 '<img',Not specified,Processing,"Add multi-selection handling to model designer, interactive resizing",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Add undo/redo support to model designer,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Remember parameter values between model designer runs,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Comments in Processing Models,Fisel + König,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,New standalone console tool for running processing algorithms,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,"New parameter type for datetime (or date, or time) values",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Add algorithms for raising warnings and exceptions from models,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Processing,Add Fill NoData cells algorithm,Not specified,,Clemens,,index.md
3.14,3.14 '<img',Not specified,Processing,Various fixes for Processing,Not specified,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Processing,"Show ""template layer"" field constraints in the ""Refactor Fields"" algorithm interface",SwissTierras,,Germán,,index.md
3.14,3.14 '<img',Not specified,Processing,New convert to curves algorithm,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Application and Project Options,"Add @layers, @layer_ids project scope variables",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Allow adding attributes in the New Scratch Layer dialog,Not specified,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Allow creating geometryless DBF tables from the New Shapefile dialog,Not specified,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Allow filtering WM(T)S list in source dialog,Not specified,,Denis Rouzaud,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Add vector tiles to Datasource manager dialog and Layers menu,Not specified,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Import/export for ArcGIS Map and FeatureServer connections,Not specified,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Add XYZ tiles to Datasource manager dialog and Layers menu,Not specified,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Spatialite transaction group,ARPA Piemonte,http://www.arpa.piemonte.it/,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Allowing saving outputs direct to more database formats (and other nice stuff),Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Add dedicated parameter type for database connections,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Data Providers,PG: expose foreign tables,Not specified,,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Data Providers,PG raster expose set filter to app,ARPA Piemonte,http://www.arpa.piemonte.it/,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Postgres: save features into tables with generated fields,Not specified,,José de Paula Rodrigues N.,,index.md
3.14,3.14 '<img',Not specified,Data Providers,Date and DateTime field types support added to Spatialite and Delimited Text providers,Not specified,,Mathieu Pellerin,,index.md
3.14,3.14 '<img',Not specified,QGIS Server,Add QGIS_SERVER_IGNORE_BAD_LAYERS config option,Geoinformatikbüro Dassau,,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,QGIS Server,"Server project settings, add 'expanded' attribute",Not specified,,Not specified,,index.md
3.14,3.14 '<img',Not specified,QGIS Server,Add DXF server export params NO_MTEXT and FORCE_2D,Not specified,,Matthias Kuhn,,index.md
3.14,3.14 '<img',Not specified,QGIS Server,WMS project validator,3Liz,https://www.3liz.com,Étienne Trimaille,,index.md
3.14,3.14 '<img',Not specified,QGIS Server,Webp,OPENGIS.ch,https://www.opengis.ch,Matthias Kuhn,,index.md
3.14,3.14 '<img',Not specified,Plugins,"Allow plugins to register custom ""Project Open"" handlers",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Plugins,Allow users to install stable or experimental plugins,Swiss QGIS User Group,https://www.qgis.ch/,Olivier,,index.md
3.14,3.14 '<img',Not specified,Programmability,Support for adding dock widgets as tabs: addTabifyDockWidget(),SwissTierras,,Germán,,index.md
3.14,3.14 '<img',Not specified,Programmability,Port output parameter wrappers to new API,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Programmability,Port last remaining input parameters to new API,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Programmability,"Port Feature Source, Raster, Vector and Mesh Layer parameters to new API",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Programmability,Vector tile layer - part 1,QGIS,,Lutra Consulting,,index.md
3.14,3.14 '<img',Not specified,Programmability,"Port processing extent parameter to new api, many other improvements",Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Programmability,Interface and API for unified development/debugging tools,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Programmability,Data type support for QgsProcessingParameterMapLayer,Not specified,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Programmability,Add processing parameter types for database schema and table name,Not specified,,Nyall Dawson,,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining,,Alessandro Pasotti,,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Loïc Bartoletti,QGIS.ORG (through donations and sustaining,,Loïc Bartoletti,,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining,,Even Rouault,http://www.spatialys.com/,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Paul Blottiere,QGIS.ORG (through donations and sustaining,,Paul Blottiere,,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Julien Cabieces,QGIS.ORG (through donations and sustaining,,Julien Cabieces,,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Bertrand Rix,QGIS.ORG (through donations and sustaining,,Bertrand Rix,https://www.oslandia.com/,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Sebastien Peillet,QGIS.ORG (through donations and sustaining,,Sebastien,,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Alexander Bruy,QGIS.ORG (through donations and sustaining,,Alexander Bruy,,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining,,Nyall Dawson,https://north-road.com/,index.md
3.14,3.14 '<img',Not specified,Notable Fixes,Bug fixes by Denis Rouzaud,QGIS.ORG (through donations and sustaining,,Denis Rouzaud,https://www.opengis.ch/,index.md
3.16,3.16 '<img',Not specified,General,Add user groups easter egg,Not specified,,Germán,,index.md
3.16,3.16 '<img',Not specified,General,QGIS 3.16 Highlights (changelog),Not specified,,Not specified,,index.md
3.16,3.16 '<img',Not specified,Temporal,Ability to export temporal animation frames,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Map Tools,Go-To locator,Not specified,,Mathieu Pellerin,,index.md
3.16,3.16 '<img',Not specified,User Interface,Add context menu to map canvas,Not specified,,Not specified,,index.md
3.16,3.16 '<img',Not specified,Symbology,Vector tile styling improvements,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Symbology,Allow users to optionally specify the URL for the default style on vector tile connections,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Symbology,Allow data-defined offset for fill symbol layers,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Symbology,Import MapBox GL JSON styles for vector tile layers,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Symbology,Expose option to offset simple line dash patterns by a preset amount,Kanton Solothurn,https://geo.so.ch/,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Symbology,Add options to dynamically tweak dash pattern in simple line symbol layers,Kanton Solothurn,https://geo.so.ch/,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Symbology,Manage 3D symbols through style manager,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Labelling,Add option to allow users to control the placement of labels along line features,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Labelling,Control anchor point for line labels,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,Diagrams,Render axis for stacked bar diagram,Not specified,,Dan Minor,https://api.github.com/users/dminor,index.md
3.16,3.16 '<img',Not specified,Mesh,In-memory mesh datasets with persistence,Artelia,,Lutra Consulting,,index.md
3.16,3.16 '<img',Not specified,Mesh,Multi identify for mesh layer,Artelia,,Lutra Consulting,,index.md
3.16,3.16 '<img',Not specified,Mesh,Virtual dataset groups for mesh layer,Artelia,,Lutra Consulting,,index.md
3.16,3.16 '<img',Not specified,Mesh,Add export to QgsMesh method,Not specified,,Vincent,,index.md
3.16,3.16 '<img',Not specified,Mesh,TIN Mesh creation,Not specified,,Vincent,,index.md
3.16,3.16 '<img',Not specified,Rendering,Gamma correction filter for raster layers,Not specified,,Alexander Bruy,,index.md
3.16,3.16 '<img',Not specified,3D Features,Allow 3D material texture files to be embedded in style/project,Not specified,,Nyall Dawson,,index.md
3.16,3.16 '<img',Not specified,3D Features,Shadow rendering,Not specified,,Nedjima,,index.md
3.16,3.16 '<img',Not specified,3D Features,Export 3D scenes,Not specified,,Nedjima,,index.md
3.16,3.16 '<img',Not specified,3D Features,Directional lighting support for QGIS 3D,Not specified,,Nedjima,,index.md
3.16,3.16 '<img',Not specified,3D Features,Texturing support for vector layer,Not specified,,Nedjima,,index.md
3.16,3.16 '<img',Not specified,3D Features,Enable embedded and remote 3D models for 3D point symbols,Not specified,,Mathieu Pellerin,,index.md
3.16,3.16 '<img',Not specified,3D Features,Add option to show light source origins,Not specified,,Nyall Dawson,,index.md
